,MI_dir_L.1_weight,MI_dir_L.1_mean,MI_dir_L.1_variance,H_L.1_weight,H_L.1_mean,H_L.1_variance,HH_L.1_mean,HH_L.1_std,HH_L.1_magnitude,HH_L.1_radius,HH_L.1_covariance,HH_L.1_pcc,HH_jit_L.1_weight,HH_jit_L.1_mean,HH_jit_L.1_variance,HpHp_L.1_weight,HpHp_L.1_mean,HpHp_L.1_std,HpHp_L.1_magnitude,HpHp_L.1_radius,HpHp_L.1_covariance,HpHp_L.1_pcc,HH_L.1_weight
7988,73.67352754,18.6387439,23213.863,73.67352754,18.6387439,23213.863,81.86242917,3.4683418,18.171822,114.839297,52.8144821,0.781478,9.549619,24.259881,339.244394,1.99317893,74,1.35E-01,74,1.82E-01,,,9.549619
7989,73.882581,17.979756,2293.19883,73.882581,17.979756,2293.19883,143.1249895,212.8171852,277.2955553,12569.9672,2452.228773,0.3447688,35.5438312,4.494727829,97.611917,5.13312521,6,6.74E-01,84.85281374,2.32E-01,6.79E-03,6.67E-18,35.5438312
799,74.65737,17.5245727,22638.29211,74.65737,17.5245727,22638.29211,81.1447485,29.554845,17.5993569,135.17826,49.2716219,0.69282531,1.37322297,22.1717292,333.35237,2.965494939,74,9.54E-01,74,9.90E-01,,,1.37322297
7991,75.2956717,16.8933995,22367.2311,75.2956717,16.8933995,22367.2311,14.83916,21.2713845,271.6663486,117972.955,3122.143538,0.44896768,35.81316468,4.39739174,95.218554,6.68195283,6,9.54E-01,84.85281374,1.64E-01,1.31E-29,1.17E-01,35.81316468
7992,1.72517723,9,1.82E-01,1.72517723,9,1.82E-01,9,1.35E-01,9,1.82E-01,,,1.72517723,125.339541,0.14159134,1.72517723,9,1.35E-01,9,1.82E-01,,,1.72517723
7993,75.1269588,16.4422511,2284.59272,75.1269588,16.4422511,2284.59272,138.933843,27.6485115,266.496646,115433.315,3644.59436,0.53637715,36.2573118,4.338872,92.71522249,1,73,,73,,,,36.2573118
7994,75.5823923,16.1328,2186.14139,75.5823923,16.1328,2186.14139,8.46385335,27.78874372,17.11737,977.3647313,46.3967951,0.6768829,11.8997256,2.47389773,2786.73295,3.884519368,74,9.54E-01,74,9.90E-01,,,11.8997256
7995,74.53499153,15.3956864,21541.6324,74.53499153,15.3956864,21541.6324,136.7424188,25.156556,258.785899,1151.9287,43.5469,0.6143636,36.1946936,4.35675964,9.1534349,6.7755691,6,1.35E-01,84.85281374,1.82E-01,-1.25E-29,,36.1946936
7996,73.4625788,14.9683166,21261.6583,73.4625788,14.9683166,21261.6583,79.9126864,26.6143652,16.6953537,927.7122827,41.28226636,0.63371792,11.48956468,19.3984549,2556.465464,4.674212622,74,,74,,,,11.48956468
7997,66.76364481,14.544666,2957.29449,66.76364481,14.544666,2957.29449,134.828147,22.251856,257.7662726,1156.6995,3696.61764,0.5718152,32.3485464,4.841538677,94.73521269,1,74,,74,,,,32.3485464
7998,67.75571995,14.542542,2661.51865,67.75571995,14.542542,2661.51865,79.3783258,25.4632594,16.342835,882.782531,36.85696877,0.59136837,11.2842287,19.8938124,233.84823,1,74,,74,,,,11.2842287
7999,68.2897951,13.6141548,2371.99498,68.2897951,13.6141548,2371.99498,78.93769712,24.44228613,15.9756849,846.756333,34.6734689,0.57956741,12.266181,17.679547,2164.521346,1.993122198,74,,74,,,,12.266181
8,68.34791614,13.188694,286.57547,68.34791614,13.188694,286.57547,78.55898926,23.52298846,15.69393,815.5379253,32.7387324,0.568896,13.3827475,16.4134155,215.749938,2.965634758,74,9.54E-01,74,9.90E-01,,,13.3827475
81,67.47838353,12.7484218,1981.33344,67.47838353,12.7484218,1981.33344,78.22576967,22.6788992,15.4464641,789.5739726,3.26498158,0.54523337,13.68163652,15.5334942,1878.849776,3.884515228,74,9.54E-01,74,9.90E-01,,,13.68163652
82,66.78315374,12.557529,1957.22866,66.78315374,12.557529,1957.22866,89.454357,5.26553713,113.2655672,27.725884,-1.80E-01,-3.59E-01,4.77487727,41.166928,18.4276112,4.77487727,89.454357,5.26553713,89.454357,27.725884,,,4.77487727
83,67.78314579,12.3722686,19221.73197,67.78314579,12.3722686,19221.73197,89.4543183,5.26553365,17.427323,27.7263159,-0.83465488,-0.39441394,4.77492939,41.16663,18.4268846,4.77492939,89.4543183,5.26553365,17.427323,27.7263159,-0.83465488,-0.39441394,4.77492939
84,68.7831449,12.1923951,18944.4796,68.7831449,12.1923951,18944.4796,89.454317,5.2655349,17.427369,27.72631896,-0.92679991,-0.4379367,4.77495335,41.157852,18.4267379,4.77495335,89.454317,5.2655349,17.427369,27.72631896,-0.92679991,-0.4379367,4.77495335
85,67.74519734,11.7762417,18676.38712,67.74519734,11.7762417,18676.38712,77.92268924,21.8768997,15.2218193,766.8715,27.9986536,0.5228767,13.94273335,14.965989,1747.83353,4.674724488,74,9.54E-01,74,9.90E-01,,,13.94273335
86,66.43272266,11.1473913,18421.1333,66.43272266,11.1473913,18421.1333,132.2369623,199.2185427,252.948,1791.4794,3189.938623,0.577995,29.1532276,5.3628485,99.13526393,6.127966341,6,9.54E-01,84.85281374,9.90E-01,-1.54E-29,,29.1532276
87,6.65272416,1.6833167,1813.26265,6.65272416,1.6833167,1813.26265,13.57364,195.836881,247.1666132,14126.837,325.547538,0.4965432,27.17788181,5.73692939,99.15163536,1,73,,73,,,,27.17788181
88,61.484348,1.216276,17861.86696,61.484348,1.216276,17861.86696,82.4771555,13.35723,18.1779688,169.928926,-7.71E-01,-6.21E-01,4.42245266,37.44686619,127.159263,4.42245266,82.4771555,13.35723,82.4771555,169.928926,,,4.42245266
89,62.4841397,99.38111769,1761.22796,62.4841397,99.38111769,1761.22796,82.47711191,13.356865,12.299731,169.928425,0.25573388,0.562944,4.42248888,37.44682779,127.1498399,4.42248888,82.47711191,13.356865,12.299731,169.928425,0.25573388,0.562944,4.42248888
81,63.48476,98.7678638,17348.1797,63.48476,98.7678638,17348.1797,82.47711429,13.356727,12.299768,169.92868,0.251436243,0.5578443,4.4225565,37.4468156,127.149492,4.4225565,82.47711429,13.356727,12.299768,169.92868,0.251436243,0.5578443,4.4225565
811,64.484349,98.62492654,178.16151,64.484349,98.62492654,178.16151,83.8645746,12.13883,19.23949,146.419395,-5.54E-01,-4.80E-01,5.422433,3.544676,314.6243365,5.422433,83.8645746,12.13883,83.8645746,146.419395,,,5.422433
812,65.48334961,98.49321479,1682.4484,65.48334961,98.49321479,1682.4484,83.86458581,12.137679,13.1547875,146.419173,0.116457433,0.27415387,5.422339,3.5464595,314.681123,5.422339,83.86458581,12.137679,13.1547875,146.419173,0.116457433,0.27415387,5.422339
813,66.48334279,98.36546527,16568.51428,66.48334279,98.36546527,16568.51428,83.86458732,12.137568,13.154794,146.4191435,0.11332956,0.26678334,5.422515,3.546339,314.67613,5.422515,83.86458732,12.137568,13.154794,146.4191435,0.11332956,0.26678334,5.422515
814,65.97639764,98.2386746,16318.431,65.97639764,98.2386746,16318.431,84.83858886,11.32263967,19.989275,128.221692,-4.72E-01,-4.37E-01,6.29989968,26.21741832,363.71127,6.29989968,84.83858886,11.32263967,84.83858886,128.221692,,,6.29989968
815,66.97638849,98.11566187,1675.78476,66.97638849,98.11566187,1675.78476,84.83859958,11.3226336,14.1481192,128.23695,0.828545668,0.9716682,6.29914147,26.21734948,363.7822,6.29914147,84.83859958,11.3226336,14.1481192,128.23695,0.828545668,0.9716682,6.29914147
816,67.9763884,97.99627245,1584.24872,67.9763884,97.99627245,1584.24872,84.838651,11.32262955,14.1481451,128.235914,0.825456141,0.9374865,6.29916331,26.2173386,363.777745,6.29916331,84.838651,11.32262955,14.1481451,128.235914,0.825456141,0.9374865,6.29916331
817,68.33458551,97.4423963,15629.26245,68.33458551,97.4423963,15629.26245,127.4852783,192.6592985,238.1674476,9874.73954,3198.865921,0.5517651,27.2376598,5.712791511,95.52666386,6.312185118,6,9.54E-01,84.85281374,1.20E-01,-4.52E-29,-7.30E-01,27.2376598
818,53.148632,97.29989711,15335.47787,53.148632,97.29989711,15335.47787,85.736391,1.47528849,11.6829467,19.7316689,-3.94E-01,-3.95E-01,5.749465649,28.7429442,33.7436435,5.749465649,85.736391,1.47528849,85.736391,19.7316689,,,5.749465649
819,54.1485873,97.1647511,1552.53395,54.1485873,97.1647511,1552.53395,85.73631615,1.47528116,14.8432775,19.7329941,0.1686184,0.13516163,5.749476598,28.74287737,33.7423864,5.749476598,85.73631615,1.47528116,14.8432775,19.7329941,0.1686184,0.13516163,5.749476598
82,55.148144,97.3451788,14779.84132,55.148144,97.3451788,14779.84132,85.73631732,1.47527996,14.8433137,19.7329693,0.15256324,0.13312154,5.7494743,28.74289178,33.7425967,5.7494743,85.73631732,1.47527996,14.8433137,19.7329693,0.15256324,0.13312154,5.7494743
821,54.13669167,96.3542514,14531.69869,54.13669167,96.3542514,14531.69869,124.275499,188.569625,236.4648738,97495.35929,2621.76498,0.46145341,21.2489718,7.55193849,158.716449,5.64674296,6,9.54E-01,84.85281374,1.20E-01,-4.45E-29,-6.91E-01,21.2489718
822,54.8689689,95.68791947,1429.49427,54.8689689,95.68791947,1429.49427,6,6.74E-01,6,4.55E-01,,,1.711677852,126.71517,28.191955,1.711677852,6,6.74E-01,6,4.55E-01,,,1.711677852
823,52.125451,95.25171445,1425.4477,52.125451,95.25171445,1425.4477,121.7681787,184.2335634,229.3447413,93673.16651,2376.85114,0.4364839,2.4531858,7.7318898,151.5843273,1,73,,73,,,,2.4531858
824,1.7258589,9,1.82E-01,1.7258589,9,1.82E-01,9,1.35E-01,9,1.82E-01,,,1.7258589,124.9614863,0.9766396,1.7258589,9,1.35E-01,9,1.82E-01,,,1.7258589
825,51.23379655,94.56365858,13775.47499,51.23379655,94.56365858,13775.47499,118.791562,18.2257918,219.1986457,8636.95571,2684.718194,0.52679433,2.75113563,7.6167325,144.61772,6.39829629,6,,84.85281374,,-3.84E-29,,2.75113563
826,44.7582655,94.46167926,13468.1383,44.7582655,94.46167926,13468.1383,86.5545958,9.5713627,111.3147881,91.58688344,-2.43E-01,-2.66E-01,5.23698878,31.66374271,33.7342877,5.23698878,86.5545958,9.5713627,86.5545958,91.58688344,,,5.23698878
827,45.7582256,94.36415797,13174.14994,45.7582256,94.36415797,13174.14994,86.5546411,9.5798161,15.4758846,91.5887659,-0.242983993,-0.3636171,5.236988926,31.66368735,33.7336267,5.236988926,86.5546411,9.5798161,15.4758846,91.5887659,-0.242983993,-0.3636171,5.236988926
828,46.75792,94.278858,12892.75338,46.75792,94.278858,12892.75338,86.5546523,9.5796811,15.4759222,91.5885124,-0.24376344,-0.36474914,5.236987825,31.66369448,33.7335939,5.236987825,86.5546523,9.5796811,15.4759222,91.5885124,-0.24376344,-0.36474914,5.236987825
829,46.15419483,93.52828,12638.3821,46.15419483,93.52828,12638.3821,115.5461236,175.694524,217.4569331,85713.178,2476.374749,0.49844532,18.1151375,8.7156424,157.8955919,5.981535296,6,6.74E-01,84.85281374,4.55E-01,-2.88E-29,,18.1151375
83,42.72752223,93.2442958,12353.11291,42.72752223,93.2442958,12353.11291,113.42621,17.865644,21.24157,81695.36744,2318.897273,0.49131814,17.3777534,9.51164439,15.6532157,1,72,,72,,,,17.3777534
831,43.65116732,92.95514324,127.3215,43.65116732,92.95514324,127.3215,9,,127.279226,1.82E-01,5.88E-05,,1.186549,96.8981189,4.59E-01,1,9,,9,,,,1.186549
832,43.1636493,92.19159216,11815.23925,43.1636493,92.19159216,11815.23925,11.527881,166.4337641,22.617151,73882.596,2378.833711,0.5461335,17.7542172,8.838266662,142.9271193,6.213817198,6,9.54E-01,84.85281374,1.29E-01,-1.39E-29,-1.53E-01,17.7542172
833,41.8382536,91.73288295,11541.42941,41.8382536,91.73288295,11541.42941,17.971545,161.9157818,2.935485,73339.2791,2396.31472,0.5654385,17.799566,8.789967577,134.936246,1,73,,73,,,,17.799566
834,41.4132558,9.96657932,11286.4523,41.4132558,9.96657932,11286.4523,15.334551,157.7818637,196.9558158,69372.95495,2287.79,0.56963321,18.1915374,8.582172874,128.261218,6.67883613,6,1.17E-01,84.85281374,1.64E-01,-1.17E-29,-1.50E-01,18.1915374
835,4.67157,9.94281351,118.96655,4.67157,9.94281351,118.96655,87.2622731,8.64215431,111.8675434,74.6868263,-1.46E-01,-1.77E-01,4.8697581,34.24339,266.1482757,4.8697581,87.2622731,8.64215431,87.2622731,74.6868263,,,4.8697581
836,41.6799438,9.9218833,1744.79961,41.6799438,9.9218833,1744.79961,87.26238,8.6421517,16.282192,74.68786675,-0.311782997,-0.56558595,4.8613271,34.239881,266.148621,4.8613271,87.26238,8.6421517,16.282192,74.68786675,-0.311782997,-0.56558595,4.8613271
837,42.6797241,9.89862359,1493.1316,42.6797241,9.89862359,1493.1316,87.262398,8.642148822,16.282433,74.68784489,-0.312316623,-0.5665996,4.8613154,34.2398839,266.147914,4.8613154,87.262398,8.642148822,16.282433,74.68784489,-0.312316623,-0.5665996,4.8613154
838,33.79954174,89.9844574,129.97575,33.79954174,89.9844574,129.97575,6,,6,,,,1.74361632,123.213844,22.14362413,1.74361632,6,,6,,,,1.74361632
839,33.4715237,89.98491619,994.35336,33.4715237,89.98491619,994.35336,87.85818663,7.72444411,112.3345938,59.6673667,-8.62E-18,-1.17E-01,4.581871398,36.34794767,224.5246383,4.581871398,87.85818663,7.72444411,87.85818663,59.6673667,,,4.581871398
84,34.4714795,89.98535458,9616.495879,34.4714795,89.98535458,9616.495879,87.85818823,7.724441428,16.494131,59.66791727,-0.271624514,-0.6157388,4.581875663,36.3479981,224.5246559,4.581875663,87.85818823,7.724441428,16.494131,59.66791727,-0.271624514,-0.6157388,4.581875663
841,35.4714772,89.98576821,9344.898298,35.4714772,89.98576821,9344.898298,87.85818871,7.72444636,16.49413,59.6679547,-0.27195424,-0.61124423,4.581877442,36.34789289,224.5242952,4.581877442,87.85818871,7.72444636,16.49413,59.6679547,-0.27195424,-0.61124423,4.581877442
842,36.21749339,89.54438569,993.737643,36.21749339,89.54438569,993.737643,13.593763,152.1642851,19.745484,65946.14939,1777.245494,0.472831,13.77515542,11.6693577,24.428816,1,74,,74,,,,13.77515542
843,37.15972166,89.1267294,8855.344788,37.15972166,89.1267294,8855.344788,77.5724876,19.3817963,14.5825289,77.1369814,5.937912275,0.12516658,4.532592728,55.36342128,7127.267823,1,74,,74,,,,4.532592728
844,37.91428574,88.72711849,8627.65817,37.91428574,88.72711849,8627.65817,76.5165359,17.5722272,14.1738391,673.995235,1.494266434,0.34742,5.52655446,45.47594483,6272.215759,1.99339519,74,9.54E-01,74,9.90E-01,,,5.52655446
845,38.39244748,88.34352433,848.437316,38.39244748,88.34352433,848.437316,76.1124742,16.1726334,13.8883262,653.71527,1.432393382,0.3618512,6.426918924,38.71119779,5544.632476,2.965958753,74,,74,,,,6.426918924
846,39.1191845,87.61898151,8213.54366,39.1191845,87.61898151,8213.54366,1.646488,147.1856712,184.776362,61498.98839,1439.438138,0.4764136,14.37839547,11.14317383,226.9346356,5.555176929,6,,84.85281374,4.55E-01,-6.60E-03,,14.37839547
847,4.429683,87.25354623,813.397561,4.429683,87.25354623,813.397561,98.29988923,142.4629295,178.26213,5779.27181,169.18367,0.51318,15.3361681,1.44424756,219.144748,1,73,,73,,,,15.3361681
848,4.317914,86.92468872,7818.813162,4.317914,86.92468872,7818.813162,75.8216919,15.3368518,13.67577,64.3188356,1.357721638,0.3689723,7.2574596,33.9254733,4923.94728,3.88463764,74,,74,,,,7.2574596
849,4.61768976,86.2618787,7643.723879,4.61768976,86.2618787,7643.723879,95.87754763,138.1989825,17.645,51497.6275,177.66993,0.58587528,15.811116,1.1155564,27.199454,6.349227351,6,6.74E-01,84.85281374,6.43E-01,-2.94E-03,-6.46E-18,15.811116
85,1.723612917,9,2.73E-01,1.723612917,9,2.73E-01,9,1.65E-01,9,2.73E-01,,,1.723612917,125.2147495,0.5514324,1.723612917,9,1.65E-01,9,2.73E-01,,,1.723612917
851,4.859933,85.95591346,7456.693714,4.859933,85.95591346,7456.693714,75.58934231,14.5775635,13.557217,63.857193,1.22749676,0.356748,7.858687617,3.62885914,4371.177135,4.67461582,74,,74,,,,7.858687617
852,36.882133,85.63174772,7258.287834,36.882133,85.63174772,7258.287834,94.381583,133.529325,169.88742,5138.156,1572.298256,0.53853822,14.61924471,1.88323511,21.188316,1,74,,74,,,,14.61924471
853,37.882868,85.32468168,77.15412,37.882868,85.32468168,77.15412,75.39152371,13.164351,13.3613448,623.666997,1.984149,0.34892,8.34342184,28.864859,385.476888,1,74,,74,,,,8.34342184
854,38.6263627,85.3145291,689.32211,38.6263627,85.3145291,689.32211,75.2365535,12.41734934,13.248364,618.6288527,1.3443,0.34247,8.97927254,25.7888416,3498.22714,1.993145658,74,9.54E-01,74,9.90E-01,,,8.97927254
855,39.889292,84.74923865,6717.82619,39.889292,84.74923865,6717.82619,75.1118664,11.77646292,13.1569731,614.947541,0.974881887,0.338294,9.85565474,23.3327296,3194.52236,2.96575147,74,1.35E-01,74,1.82E-01,,,9.85565474
856,39.54743187,84.12342713,6562.33569,39.54743187,84.12342713,6562.33569,92.171921,129.295333,165.6128661,4772.2118,1383.462824,0.5611521,15.12922,1.49492473,19.43976,6.282315148,6,9.54E-01,84.85281374,1.20E-01,-2.23E-03,-3.47E-18,15.12922
857,4.367739,83.8736472,64.78524,4.367739,83.8736472,64.78524,75.612345,11.21112174,13.8572,612.147625,0.91359455,0.3284713,1.58548827,21.4864981,2924.581737,3.8844954,74,1.35E-01,74,1.82E-01,,,1.58548827
858,39.63798582,84.25515,624.22888,39.63798582,84.25515,624.22888,88.3474462,6.8443945,112.7176617,46.845682,-3.20E-01,,4.37766275,38.939728,183.5323186,4.37766275,88.3474462,6.8443945,88.3474462,46.845682,,,4.37766275
859,4.63798274,84.1723496,687.528431,4.63798274,84.1723496,687.528431,88.34744728,6.844388289,16.875766,46.846485,-0.23138937,-0.5764957,4.377667366,38.9386113,183.5322246,4.377667366,88.34744728,6.844388289,16.875766,46.846485,-0.23138937,-0.5764957,4.377667366
86,41.63798193,84.312248,5942.123234,41.63798193,84.312248,5942.123234,88.3474477,6.844388699,16.875684,46.846463,-0.22976211,-0.57611944,4.377665966,38.9387562,183.5324535,4.377665966,88.3474477,6.844388699,16.875684,46.846463,-0.22976211,-0.57611944,4.377665966
861,41.77571845,84.651646,582.36954,41.77571845,84.651646,582.36954,74.9147652,1.69389436,13.141112,69.9221214,0.83249687,0.318166,11.123894,2.259263,2673.94599,4.67414273,74,1.65E-01,74,2.73E-01,,,11.123894
862,38.3982879,83.833345,5653.827576,38.3982879,83.833345,5653.827576,9.77839829,124.552932,16.5854396,44861.1134,1239.34745,0.48498215,13.62678847,11.6326844,192.44192,1,74,,74,,,,13.62678847
863,39.3957638,83.55419874,5512.691398,39.3957638,83.55419874,5512.691398,74.8351142,1.19298248,12.9528591,68.472771,0.7565798,0.282844,1.8578864,19.8652977,2429.28619,1,74,,74,,,,1.8578864
864,4.1262241,83.31695,5377.525764,4.1262241,83.31695,5377.525764,74.76364,9.753631145,12.916421,66.611354,0.6245496,0.2523516,11.78351542,18.26325899,225.722424,1.993157623,74,,74,,,,11.78351542
865,4.57376273,83.8648615,5247.7578,4.57376273,83.8648615,5247.7578,74.69981247,9.361513317,12.85797,65.481766,0.567757131,0.2477793,12.62128523,16.9747392,291.69591,2.965716716,74,,74,,,,12.62128523
866,41.5537746,82.84375282,5123.192559,41.5537746,82.84375282,5123.192559,89.5386966,12.2143336,157.2984712,41691.8832,132.525531,0.43432718,14.33986229,11.355183,183.7428237,1,73,,73,,,,14.33986229
867,41.99881534,82.2998386,513.337542,41.99881534,82.2998386,513.337542,87.58865416,116.499881,155.5972162,38812.3658,958.97358,0.43152824,15.1483564,1.4355541,176.7142523,6.6733389,6,9.54E-01,84.85281374,1.20E-01,-1.26E-03,-1.95E-18,15.1483564
868,42.99838,81.78121362,498.39164,42.99838,81.78121362,498.39164,85.8817288,112.9438414,147.613754,34777.81742,1166.326574,0.5741916,16.1485767,9.789172,172.931554,7.6718647,6,,84.85281374,4.55E-01,-7.94E-03,,16.1485767
869,43.471651,81.6195233,4796.331954,43.471651,81.6195233,4796.331954,74.6479712,9.391481,12.819623,64.565428,0.535437781,0.2429552,13.275371,15.9989887,1945.835754,3.884419655,74,,74,,,,13.275371
87,42.5877935,81.4212642,4683.634525,42.5877935,81.4212642,4683.634525,74.59936593,8.66713755,12.7849753,63.7961698,0.484275758,0.228279,13.5571127,15.499174,186.65126,4.67427231,74,9.54E-01,74,9.90E-01,,,13.5571127
871,4.2458625,81.6343667,4569.42186,4.2458625,81.6343667,4569.42186,88.73842352,6.21272222,113.243682,36.25571917,-1.89E-18,,4.226725447,39.4933574,146.4298612,4.226725447,88.73842352,6.21272222,88.73842352,36.25571917,,,4.226725447
872,41.2458699,81.83718966,4459.92222,41.2458699,81.83718966,4459.92222,88.73842394,6.21271254,17.188361,36.2563457,-0.138929628,-0.5582419,4.2267288,39.49332958,146.43342,4.2267288,88.73842394,6.21271254,17.188361,36.2563457,-0.138929628,-0.5582419,4.2267288
873,42.2458584,82.341122,4355.891285,42.2458584,82.341122,4355.891285,88.7384243,6.2127149,17.188516,36.2563239,-0.1397941,-0.563984,4.226728846,39.4933218,146.429923,4.226728846,88.7384243,6.2127149,17.188516,36.2563239,-0.1397941,-0.563984,4.226728846
874,35.12717567,81.4324974,4245.31112,35.12717567,81.4324974,4245.31112,6,6.74E-01,6,4.55E-01,,,1.733821194,124.87945,1.19565496,1.733821194,6,6.74E-01,6,4.55E-01,,,1.733821194
875,34.26222718,81.15798695,4123.45515,34.26222718,81.15798695,4123.45515,84.78423929,18.917733,146.9788539,34398.9122,784.27828,0.432584,11.7526947,13.94782683,343.4256588,1,73,,73,,,,11.7526947
876,34.9237595,8.53737936,415.23144,34.9237595,8.53737936,415.23144,82.77764741,13.84445,141.7684623,29491.74246,58.279612,0.33727813,12.351419,13.22436117,321.5624449,5.54523443,6,9.54E-01,84.85281374,1.20E-01,-2.69E-03,-4.19E-18,12.351419
877,35.9149428,79.9521272,3912.459194,35.9149428,79.9521272,3912.459194,81.7159597,1.59198,137.412184,27484.39198,74.379671,0.441127,13.351967,12.2341327,39.588231,6.5458737,6,9.54E-01,84.85281374,1.64E-01,-1.77E-29,-1.59E-01,13.351967
878,36.1266825,8.23113642,386.54367,36.1266825,8.23113642,386.54367,89.4495285,5.266811124,113.2651916,27.73929942,-1.10E-01,,4.115679495,4.58819447,114.5859911,4.115679495,89.4495285,5.266811124,89.4495285,27.73929942,,,4.115679495
879,37.1266355,8.4956943,376.27915,37.1266355,8.4956943,376.27915,89.449535,5.26681589,17.42177,27.739761,-0.89952229,-0.42564815,4.115681112,4.5881769,114.586255,4.115681112,89.449535,5.26681589,17.42177,27.739761,-0.89952229,-0.42564815,4.115681112
88,38.1266324,8.74511585,3611.22769,38.1266324,8.74511585,3611.22769,89.449536,5.26681553,17.421857,27.7397679,-0.998373,-0.4263172,4.115681846,4.58816836,114.5861282,4.115681846,89.449536,5.26681553,17.421857,27.7397679,-0.998373,-0.4263172,4.115681846
881,1.725494823,9,,1.725494823,9,,9,,9,,,,1.725494823,124.997484,0.55485535,1.725494823,9,,9,,,,1.725494823
882,32.9184242,8.1149186,3514.333,32.9184242,8.1149186,3514.333,82.52656273,12.975881,18.215687,168.358535,-6.45E-19,,4.455847578,37.13675472,13.376868,4.455847578,82.52656273,12.975881,82.52656273,168.358535,,,4.455847578
883,33.9187796,79.5218739,3421.97778,33.9187796,79.5218739,3421.97778,82.52651389,12.9753714,12.69981,168.3516338,0.2564227,0.5529169,4.4558148,37.137485,13.297524,4.4558148,82.52651389,12.9753714,12.69981,168.3516338,0.2564227,0.5529169,4.4558148
884,34.918771,78.96279747,3334.579185,34.918771,78.96279747,3334.579185,82.52651279,12.9753777,12.69919,168.351653,0.25696,0.552568,4.455813338,37.137488,13.29836,4.455813338,82.52651279,12.9753777,12.69919,168.351653,0.25696,0.552568,4.455813338
885,35.9187263,79.278574,3245.37884,35.9187263,79.278574,3245.37884,83.8963777,12.772214,19.263917,145.8544638,-5.36E-19,,5.4558539,3.331959,312.6368435,5.4558539,83.8963777,12.772214,83.8963777,145.8544638,,,5.4558539
886,36.918719,79.56727,316.17366,36.918719,79.56727,316.17366,83.89633392,12.775439,13.185912,145.8552948,0.11385684,0.26856654,5.455812476,3.3317553,312.65138,5.455812476,83.89633392,12.775439,13.185912,145.8552948,0.11385684,0.26856654,5.455812476
887,37.9186733,79.8363831,379.6297,37.9186733,79.8363831,379.6297,83.89633475,12.775378,13.185972,145.855281,0.113943939,0.26876795,5.455812747,3.3317276,312.6496933,5.455812747,83.89633475,12.775378,13.185972,145.855281,0.113943939,0.26876795,5.455812747
888,38.5759956,8.131617,31.352613,38.5759956,8.131617,31.352613,84.8631164,11.3372745,11.57839,127.7742543,-3.97E-01,-3.68E-01,6.33199228,26.63292,36.3435357,6.33199228,84.8631164,11.3372745,84.8631164,127.7742543,,,6.33199228
889,39.5759667,8.35649846,2926.951929,39.5759667,8.35649846,2926.951929,84.862736,11.337663,14.1645374,127.7766483,0.824769388,0.963217,6.3324582,26.6318883,36.354213,6.3324582,84.862736,11.337663,14.1645374,127.7766483,0.824769388,0.963217,6.3324582
89,4.5759615,8.59723936,2856.146971,4.5759615,8.59723936,2856.146971,84.862732,11.3376114,14.1645235,127.7766597,3.81191,0.32975274,6.3323832,26.6319272,36.354494,6.3323832,84.862732,11.3376114,14.1645235,127.7766597,3.81191,0.32975274,6.3323832
891,4.5892174,8.8978322,2795.974492,4.5892174,8.8978322,2795.974492,79.2864232,95.965929,136.3664942,27198.51825,615.228982,0.49442,11.8367198,13.78529858,39.354985,6.296269434,6,6.74E-01,84.85281374,1.44E-01,-2.10E-29,-2.56E-01,11.8367198
892,35.11959798,79.8879781,2717.7525,35.11959798,79.8879781,2717.7525,78.7186228,91.42877386,132.522322,2556.5557,464.46435,0.3323526,1.92225827,14.8166851,291.5849467,1,73,,73,,,,1.92225827
893,34.9293387,79.31839533,265.928248,34.9293387,79.31839533,265.928248,77.988,87.5393265,129.1394664,21212.5874,396.8961937,0.32237411,11.54947157,13.96751647,273.94462,6.11248481,6,6.74E-01,84.85281374,6.43E-01,-8.27E-03,-1.82E-01,11.54947157
894,35.921381,78.7857829,2587.227893,35.921381,78.7857829,2587.227893,75.72889298,84.1651696,128.3311169,216.9631,437.3985431,0.3697727,12.54916728,12.85479599,266.4139649,7.111887448,6,6.74E-01,84.85281374,6.43E-01,-7.65E-03,-1.68E-01,12.54916728
895,34.76259878,79.1332234,2516.319113,34.76259878,79.1332234,2516.319113,85.7522,1.46134,11.693787,19.433157,-4.62E-01,-4.63E-01,5.775642286,28.59681888,328.692238,5.775642286,85.7522,1.46134,85.7522,19.433157,,,5.775642286
896,35.7625966,79.481715,2449.184679,35.7625966,79.481715,2449.184679,85.751687,1.4616462,14.8537437,19.4353453,1.454156853,0.18449441,5.775651125,28.5968756,328.6182916,5.775651125,85.751687,1.4616462,14.8537437,19.4353453,1.454156853,0.18449441,5.775651125
897,36.76259589,79.69613562,2385.531766,36.76259589,79.69613562,2385.531766,85.7516912,1.4616419,14.8537692,19.4353366,0.11798328,0.1456694,5.775651532,28.5968499,328.618166,5.775651532,85.7516912,1.4616419,14.8537692,19.4353366,0.11798328,0.1456694,5.775651532
898,28.988786,8.6283582,234.277969,28.988786,8.6283582,234.277969,86.55854653,9.56334838,111.321761,91.4222,-3.72E-01,-4.80E-01,5.25749261,31.526735,32.6524185,5.25749261,86.55854653,9.56334838,86.55854653,91.4222,,,5.25749261
